,image_name,tags,haze,primary,agriculture,clear,water,habitation,road,cultivation,slash_burn,cloudy,partly_cloudy,conventional_mine,bare_ground,artisinal_mine,blooming,selective_logging,blow_down
33464,train_33464,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
15829,train_15829,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12686,train_12686,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9052,train_9052,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25684,train_25684,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4636,train_4636,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11962,train_11962,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25240,train_25240,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20752,train_20752,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5108,train_5108,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
34960,train_34960,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8152,train_8152,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12449,train_12449,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
30657,train_30657,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11230,train_11230,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
21839,train_21839,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
28080,train_28080,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4106,train_4106,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2394,train_2394,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25057,train_25057,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1120,train_1120,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
15035,train_15035,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10347,train_10347,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
37940,train_37940,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26732,train_26732,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7390,train_7390,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
22932,train_22932,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12603,train_12603,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7607,train_7607,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
30134,train_30134,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13857,train_13857,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20813,train_20813,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
34788,train_34788,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6439,train_6439,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
106,train_106,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
37304,train_37304,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
17217,train_17217,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
35644,train_35644,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
37715,train_37715,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24134,train_24134,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25183,train_25183,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25709,train_25709,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5414,train_5414,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,train_1999,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10228,train_10228,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
36999,train_36999,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9324,train_9324,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
34284,train_34284,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
37048,train_37048,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
37012,train_37012,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
21172,train_21172,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
31595,train_31595,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
22381,train_22381,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
27934,train_27934,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
36860,train_36860,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
37943,train_37943,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
30923,train_30923,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26727,train_26727,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
760,train_760,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9220,train_9220,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5621,train_5621,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
37272,train_37272,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8180,train_8180,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
254,train_254,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
35680,train_35680,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25810,train_25810,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
39143,train_39143,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14607,train_14607,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26655,train_26655,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5757,train_5757,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
37282,train_37282,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7698,train_7698,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
15650,train_15650,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11697,train_11697,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
35959,train_35959,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12783,train_12783,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18292,train_18292,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
31285,train_31285,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23115,train_23115,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20886,train_20886,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
31300,train_31300,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7178,train_7178,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
16067,train_16067,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13712,train_13712,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6872,train_6872,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
27690,train_27690,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
27882,train_27882,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24753,train_24753,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
30383,train_30383,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11109,train_11109,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7077,train_7077,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1557,train_1557,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
37591,train_37591,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
16167,train_16167,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2658,train_2658,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
28603,train_28603,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14813,train_14813,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
926,train_926,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
33071,train_33071,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4425,train_4425,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
21102,train_21102,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7634,train_7634,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
36696,train_36696,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
19447,train_19447,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
19252,train_19252,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
37207,train_37207,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
19364,train_19364,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
35198,train_35198,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25209,train_25209,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
34124,train_34124,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32350,train_32350,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12380,train_12380,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
40227,train_40227,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4694,train_4694,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11093,train_11093,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
33359,train_33359,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
28539,train_28539,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26519,train_26519,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18046,train_18046,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8003,train_8003,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12756,train_12756,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25,train_25,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
30008,train_30008,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
22355,train_22355,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12585,train_12585,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
15724,train_15724,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
443,train_443,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13726,train_13726,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18032,train_18032,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18895,train_18895,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2910,train_2910,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26406,train_26406,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
30859,train_30859,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
27494,train_27494,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7123,train_7123,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1107,train_1107,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
38080,train_38080,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3663,train_3663,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
667,train_667,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
36331,train_36331,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
17211,train_17211,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32720,train_32720,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
15347,train_15347,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2843,train_2843,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10938,train_10938,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
22754,train_22754,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
36376,train_36376,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
40081,train_40081,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20187,train_20187,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26865,train_26865,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
16373,train_16373,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
34179,train_34179,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6129,train_6129,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
30062,train_30062,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
16473,train_16473,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2867,train_2867,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
29200,train_29200,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
28711,train_28711,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5331,train_5331,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12143,train_12143,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
15667,train_15667,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
35759,train_35759,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
38360,train_38360,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
15648,train_15648,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23666,train_23666,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
19041,train_19041,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
35175,train_35175,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10955,train_10955,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32756,train_32756,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
36879,train_36879,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
30927,train_30927,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
21711,train_21711,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
22016,train_22016,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5063,train_5063,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24998,train_24998,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3414,train_3414,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
37193,train_37193,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5452,train_5452,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
37239,train_37239,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
15730,train_15730,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
29189,train_29189,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1763,train_1763,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
21037,train_21037,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
36621,train_36621,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6234,train_6234,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
33225,train_33225,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12960,train_12960,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32647,train_32647,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
21954,train_21954,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20493,train_20493,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
28337,train_28337,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
38548,train_38548,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
30570,train_30570,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
34366,train_34366,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
424,train_424,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
21106,train_21106,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
28770,train_28770,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
29971,train_29971,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
39747,train_39747,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
21108,train_21108,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
37768,train_37768,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
31409,train_31409,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
30714,train_30714,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
29703,train_29703,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24095,train_24095,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3806,train_3806,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
39,train_39,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32167,train_32167,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
36760,train_36760,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
36733,train_36733,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32417,train_32417,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5999,train_5999,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13377,train_13377,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23183,train_23183,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6380,train_6380,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
40128,train_40128,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9912,train_9912,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2925,train_2925,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10726,train_10726,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
34557,train_34557,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11470,train_11470,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
34223,train_34223,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20789,train_20789,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3872,train_3872,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
35326,train_35326,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8172,train_8172,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7671,train_7671,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
36067,train_36067,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
28055,train_28055,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5827,train_5827,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7391,train_7391,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1405,train_1405,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5747,train_5747,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4600,train_4600,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
29254,train_29254,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8760,train_8760,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3041,train_3041,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3034,train_3034,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26124,train_26124,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13247,train_13247,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
37832,train_37832,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24982,train_24982,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32438,train_32438,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8282,train_8282,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
21765,train_21765,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
17319,train_17319,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
15927,train_15927,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20473,train_20473,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25751,train_25751,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10292,train_10292,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
35104,train_35104,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2239,train_2239,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4297,train_4297,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18195,train_18195,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2280,train_2280,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23223,train_23223,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
21731,train_21731,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
21232,train_21232,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1221,train_1221,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3567,train_3567,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10737,train_10737,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14879,train_14879,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
30507,train_30507,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25937,train_25937,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14580,train_14580,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2500,train_2500,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18198,train_18198,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26804,train_26804,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12841,train_12841,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
30611,train_30611,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6472,train_6472,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
37377,train_37377,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
40232,train_40232,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8828,train_8828,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
34588,train_34588,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24684,train_24684,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
22581,train_22581,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24813,train_24813,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6821,train_6821,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26194,train_26194,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
22824,train_22824,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
36150,train_36150,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
40006,train_40006,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
17974,train_17974,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
34594,train_34594,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13854,train_13854,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24263,train_24263,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9443,train_9443,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
15783,train_15783,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
31563,train_31563,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
30113,train_30113,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1190,train_1190,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
33782,train_33782,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
21685,train_21685,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
38122,train_38122,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10019,train_10019,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
